,Date,Symbol,Investment,High,Low,Adjusted Spread,Adj. Spread after fees,Fees,Profitable,Sell exchange,Buy exchange
949,01-14-2021_03-46-47,XLM/USD,25.0,0.29549535,0.293916,0.1336188539007449,-0.0588811460992551,0.1925,False,Bittrex,Coinbase Pro
950,01-14-2021_03-46-59,XLM/USD,25.0,0.29549488,0.293686,0.15303818462100025,-0.029461805378999756,0.18249999,False,Bittrex,Coinbase Pro
951,01-14-2021_03-47-10,XLM/USD,25.0,0.29549425,0.293,0.21102356475633885,0.08352356475633885,0.1275,True,Bittrex,Kraken
952,01-14-2021_03-47-22,XLM/USD,25.0,0.2954935,0.293,0.21096064718852,0.08346064718852,0.1275,True,Bittrex,Kraken
953,01-14-2021_03-47-35,XLM/USD,25.0,0.29549279,0.293123,0.20049473965168343,0.01799473965168344,0.1825,True,Bittrex,Coinbase Pro
954,01-14-2021_03-47-47,XLM/USD,25.0,0.29549226,0.292923,0.21737117581354057,0.03487117581354057,0.1825,True,Bittrex,Coinbase Pro
955,01-14-2021_03-47-59,XLM/USD,25.0,0.29515933,0.292893,0.19195818746437587,0.06445818746437587,0.1275,True,Bittrex,Kraken
956,01-14-2021_03-48-21,XLM/USD,25.0,0.2951581,0.292889,0.1921936074259836,-0.0003063925740164064,0.1925,False,Bittrex,Coinbase Pro
957,01-14-2021_03-48-32,XLM/USD,25.0,0.29515745,0.292694,0.20865558365543357,0.02615558365543358,0.1825,True,Bittrex,Coinbase Pro
958,01-14-2021_03-48-56,XLM/USD,25.0,0.29453552,0.291891,0.22446528690325565,0.09696528690325565,0.1275,True,Bittrex,Kraken
959,01-14-2021_03-49-08,XLM/USD,25.0,0.29419315,0.291895,0.19529261643243553,0.06779261643243553,0.1275,True,Bittrex,Kraken
960,01-14-2021_03-49-20,XLM/USD,25.0,0.29419285,0.292228,0.16696955755383058,-0.015530442446169412,0.1825,False,Bittrex,Coinbase Pro
961,01-14-2021_03-49-32,XLM/USD,25.0,0.29419274,0.292428,0.1499646116352146,-0.032535388364785395,0.1825,False,Bittrex,Coinbase Pro
962,01-14-2021_03-49-54,XLM/USD,25.0,0.29419238,0.292207,0.1687144310127935,-0.013785568987206509,0.1825,False,Bittrex,Coinbase Pro
963,01-14-2021_03-50-06,XLM/USD,25.0,0.2941922,0.291948,0.19070865916907634,0.06320865916907634,0.1275,True,Bittrex,Kraken
964,01-14-2021_03-50-20,XLM/USD,25.0,0.29399997,0.292167,0.15586481182293907,0.028364821822939063,0.12749999,True,Bittrex,Kraken
965,01-14-2021_03-50-43,XLM/USD,25.0,0.29399948,0.292795,0.1024219498619481,-0.025078050138051908,0.1275,False,Bittrex,Kraken
966,01-14-2021_03-50-55,XLM/USD,25.0,0.29399931,0.292822,0.1001116295136872,-0.027388370486312805,0.1275,False,Bittrex,Kraken
967,01-14-2021_03-51-06,XLM/USD,25.0,0.29399925,0.292684,0.11184127170392356,-0.07065872829607643,0.1825,False,Bittrex,Coinbase Pro
968,01-14-2021_03-51-17,XLM/USD,25.0,0.29399913,0.292704,0.11013042793697873,-0.01736957206302127,0.1275,False,Bittrex,Kraken
969,01-14-2021_03-51-28,XLM/USD,25.0,0.29399887,0.292667,0.11325468699930825,-0.014245313000691748,0.1275,False,Bittrex,Kraken
970,01-14-2021_03-51-40,XLM/USD,25.0,0.29399854,0.2927,0.11042061637448601,-0.01707938362551399,0.1275,False,Bittrex,Kraken
971,01-14-2021_03-51-51,XLM/USD,25.0,0.29399833,0.292783,0.1033449747826764,-0.0241550252173236,0.1275,False,Bittrex,Kraken
972,01-14-2021_03-52-03,XLM/USD,25.0,0.29399826,0.292434,0.13301609336055117,0.005516093360551172,0.1275,False,Bittrex,Kraken
973,01-14-2021_03-52-14,XLM/USD,25.0,0.29399822,0.292316,0.14304678443290889,0.015546794432908878,0.12749999,True,Bittrex,Kraken
974,01-14-2021_03-52-37,XLM/USD,25.0,0.293998,0.29231,0.14353839141762592,-0.038961608582374074,0.1825,False,Bittrex,Coinbase Pro
975,01-14-2021_03-52-49,XLM/USD,25.0,0.29399762,0.291923,0.17641469342507152,0.048914693425071515,0.1275,True,Bittrex,Kraken
976,01-14-2021_03-53-14,XLM/USD,25.0,0.29378472,0.291968,0.15459619547265713,0.02709620547265712,0.12749999,True,Bittrex,Kraken
977,01-14-2021_03-53-27,XLM/USD,25.0,0.29378463,0.29175,0.17313958868440307,-0.009360411315596923,0.1825,False,Bittrex,Coinbase Pro
978,01-14-2021_03-53-52,XLM/USD,25.0,0.29344852,0.291378,0.17639550541948248,0.04889550541948248,0.1275,True,Bittrex,Kraken
979,01-14-2021_03-54-04,XLM/USD,25.0,0.29344834,0.29164,0.1540594845416372,-0.02844051545836279,0.1825,False,Bittrex,Coinbase Pro
980,01-14-2021_03-54-15,XLM/USD,25.0,0.29344825,0.291341,0.1795248395585938,-0.002975160441406194,0.1825,False,Bittrex,Coinbase Pro
981,01-14-2021_03-54-41,XLM/USD,25.0,0.29344791,0.290953,0.21255135195885033,0.030051351958850336,0.1825,True,Bittrex,Coinbase Pro
982,01-14-2021_03-54-52,XLM/USD,25.0,0.2930255,0.290642,0.20335260924390394,0.07585260924390394,0.1275,True,Bittrex,Kraken
983,01-14-2021_03-55-05,XLM/USD,25.0,0.2930253,0.290855,0.185163192393286,0.057663202393285984,0.12749999,True,Bittrex,Kraken
984,01-14-2021_03-55-30,XLM/USD,25.0,0.29302496,0.291267,0.1499838102528879,0.022483820252887893,0.12749999,True,Bittrex,Kraken
985,01-14-2021_03-55-44,XLM/USD,25.0,0.29302475,0.290835,0.18682295608135407,0.004322956081354079,0.1825,False,Bittrex,Coinbase Pro
986,01-14-2021_03-56-07,XLM/USD,25.0,0.29302424,0.29106,0.167583405386531,0.04008340538653099,0.1275,True,Bittrex,Kraken
987,01-14-2021_03-56-32,XLM/USD,25.0,0.29302369,0.291021,0.17086417142586913,0.043364171425869125,0.1275,True,Bittrex,Kraken
988,01-14-2021_03-56-57,XLM/USD,25.0,0.29302343,0.291598,0.12161399516754941,-0.0058859948324506,0.12749999,False,Bittrex,Kraken
989,01-14-2021_03-57-20,XLM/USD,25.0,0.29302282,0.29142,0.13674873513264296,0.00924873513264296,0.1275,True,Bittrex,Kraken
990,01-14-2021_03-57-45,XLM/USD,25.0,0.29302225,0.291719,0.11119036182405756,-0.016309638175942442,0.1275,False,Bittrex,Kraken
